,treatment,block,Year,species,group,percentcover
1597,Drought,D,5,Senecio_erucifolius,Forbs,3
1598,Drought,D,5,Taraxacum_sect_vulgaria,Forbs,2
1599,Drought,D,5,Trifolium_pratense,Legumes,1
1600,Drought,D,5,Trifolium_repens,Legumes,1
1601,Drought,D,5,Trisetum_flavescens,Grass,18
1602,Drought,D,5,Veronica_chamaedrys,Forbs,1
1603,Drought,D,5,Vicia_hirsuta,Legumes,1
1604,Drought,D,5,Vicia_sativa,Legumes,1
1605,Drought,D,6,Agrimonia_eupatoria,Forbs,10
1606,Drought,D,6,Anacamptis_pyramidalis,Forbs,1
1607,Drought,D,6,Arrhenatherum_elatius,Grass,3
1608,Drought,D,6,Brachypodium_pinnatum,Grass,4
1609,Drought,D,6,Carex_flacca,Grass,1
1610,Drought,D,6,Cerastium_fontanum,Forbs,1
1611,Drought,D,6,Clinopodium_vulgare,Forbs,1
1612,Drought,D,6,Crepis_capillaris,Forbs,1
1613,Drought,D,6,Dactylis_glomerata,Grass,1
1614,Drought,D,6,Festuca_rubra,Grass,25
1615,Drought,D,6,Galium_verum,Forbs,2
1616,Drought,D,6,Geranium_columbinum,Forbs,1
1617,Drought,D,6,Geranium_dissectum,Forbs,2
1618,Drought,D,6,Holcus_lanatus,Grass,2
1619,Drought,D,6,Hypericum_perforatum,Forbs,2
1620,Drought,D,6,Lolium_perenne,Grass,5
1621,Drought,D,6,Lotus_corniculatus,Legumes,3
1622,Drought,D,6,Medicago_lupulina,Legumes,10
1623,Drought,D,6,Poa_trivialis,Grass,2
1624,Drought,D,6,Potentilla_reptans,Forbs,5
1625,Drought,D,6,Taraxacum_sect_vulgaria,Forbs,2
1626,Drought,D,6,Tragopogon_pratensis,Forbs,1
1627,Drought,D,6,Trifolium_pratense,Legumes,10
1628,Drought,D,6,Trifolium_repens,Legumes,5
1629,Drought,D,6,Trisetum_flavescens,Grass,18
1630,Drought,D,6,Veronica_chamaedrys,Forbs,1
1631,Drought,D,7,Agrimonia_eupatoria,Forbs,15
1632,Drought,D,7,Anacamptis_pyramidalis,Forbs,1
1633,Drought,D,7,Arrhenatherum_elatius,Grass,2
1634,Drought,D,7,Brachypodium_pinnatum,Grass,10
1635,Drought,D,7,Bromus_commutatus,Grass,1
1636,Drought,D,7,Carex_flacca,Grass,1
1637,Drought,D,7,Cirsium_eriophorum,Forbs,1
1638,Drought,D,7,Clinopodium_vulgare,Forbs,1
1639,Drought,D,7,Crepis_capillaris,Forbs,1
1640,Drought,D,7,Dactylis_glomerata,Grass,1
1641,Drought,D,7,Festuca_rubra,Grass,30
1642,Drought,D,7,Galium_verum,Forbs,2
1643,Drought,D,7,Geranium_columbinum,Forbs,1
1644,Drought,D,7,Geranium_dissectum,Forbs,1
1645,Drought,D,7,Holcus_lanatus,Grass,2
1646,Drought,D,7,Hypericum_perforatum,Forbs,1
1647,Drought,D,7,Lolium_perenne,Grass,2
1648,Drought,D,7,Lotus_corniculatus,Legumes,3
1649,Drought,D,7,Medicago_lupulina,Legumes,1
1650,Drought,D,7,Potentilla_reptans,Forbs,6
1651,Drought,D,7,Prunella_vulgaris,Forbs,2
1652,Drought,D,7,Taraxacum_sect._vulgaria,Forbs,1
1653,Drought,D,7,Tragopogon_pratensis,Forbs,1
1654,Drought,D,7,Trifolium_pratense,Legumes,6
1655,Drought,D,7,Trifolium_repens,Legumes,1
1656,Drought,D,7,Trisetum_flavescens,Grass,16
1657,Drought,D,7,Veronica_chamaedrys,Forbs,1
1658,Drought,D,7,Vicia_sativa,Legumes,1
1659,Drought,E,1,Brachypodium_sylvaticum,Grass,30
1660,Drought,E,1,Bromus_erectus,Grass,1
1661,Drought,E,1,Bromus_hordaceus,Grass,1
1662,Drought,E,1,Carex_flacca,Grass,4
1663,Drought,E,1,Cirsium_eriophorum,Forbs,7
1664,Drought,E,1,Clinopodium_vulgare,Forbs,30
1665,Drought,E,1,Dactylis_glomerata,Grass,10
1666,Drought,E,1,Geranium_dissectum,Forbs,13
1667,Drought,E,1,Holcus_lanatus,Grass,7
1668,Drought,E,1,Hypericum_perforatum,Forbs,5
1669,Drought,E,1,Lotus_corniculatus,Legumes,5
1670,Drought,E,1,Medicago_lupulina,Legumes,10
1671,Drought,E,1,Poa_pratensis,Grass,15
1672,Drought,E,1,Rhinanthus_minor,Forbs,3
1673,Drought,E,1,Rubus_fruticosus,Forbs,2
1674,Drought,E,1,Tragopogon_pratensis,Forbs,2
1675,Drought,E,1,Trifolium_pratense,Legumes,5
1676,Drought,E,1,Trifolium_repens,Legumes,20
1677,Drought,E,1,Trisetum_flavescens,Grass,30
1678,Drought,E,1,Veronica_chamaedrys,Forbs,1
1679,Drought,E,1,Vicia_sativa,Legumes,20
1680,Drought,E,2,Agrimonia_eupatoria,Forbs,1
1681,Drought,E,2,Arrhenatherum_elatius,Grass,4
1682,Drought,E,2,Cirsium_vulgare,Forbs,4
1683,Drought,E,2,Clinopodium_vulgare,Forbs,7
1684,Drought,E,2,Crataegus_monogyna,Woody,7
1685,Drought,E,2,Crepis_capillaris,Forbs,1
1686,Drought,E,2,Dactylis_glomerata,Grass,2
1687,Drought,E,2,Festuca_rubra,Grass,5
1688,Drought,E,2,Galium_verum,Forbs,1
1689,Drought,E,2,Geranium_dissectum,Forbs,2
1690,Drought,E,2,Glechoma_hederacea,Forbs,9
1691,Drought,E,2,Holcus_lanatus,Grass,1
1692,Drought,E,2,Hypericum_perforatum,Forbs,7
1693,Drought,E,2,Linum_catharticum,Forbs,4
1694,Drought,E,2,Lolium_perenne,Grass,1
1695,Drought,E,2,Lotus_corniculatus,Legumes,5
1696,Drought,E,2,Medicago_lupulina,Legumes,1
1697,Drought,E,2,Poa_pratensis,Grass,10
1698,Drought,E,2,Rubus_fruticosus,Forbs,4
1699,Drought,E,2,Sanguisorba_minor,Forbs,3
1700,Drought,E,2,Scorzoneroides_autumnalis,Forbs,15
1701,Drought,E,2,Trifolium_pratense,Legumes,12
1702,Drought,E,2,Trisetum_flavescens,Grass,2
1703,Drought,E,3,Agrimonia_eupatoria,Forbs,1
1704,Drought,E,3,Agrostis_capillaris,Grass,1
1705,Drought,E,3,Agrostis_stolonifera,Grass,2
1706,Drought,E,3,Arrhenatherum_elatius,Grass,3
1707,Drought,E,3,Brachypodium_sylvaticum,Grass,40
1708,Drought,E,3,Bromus_sterilis,Grass,1
1709,Drought,E,3,Carex_flacca,Grass,1
1710,Drought,E,3,Clinopodium_vulgare,Forbs,1
1711,Drought,E,3,Crataegus_monogyna,Woody,4
1712,Drought,E,3,Festuca_rubra,Grass,2
1713,Drought,E,3,Geranium_dissectum,Forbs,1
1714,Drought,E,3,Glechoma_hederacea,Forbs,1
1715,Drought,E,3,Holcus_lanatus,Grass,4
1716,Drought,E,3,Hypericum_hirsutum,Forbs,2
1717,Drought,E,3,Hypericum_perforatum,Forbs,2
1718,Drought,E,3,Linum_catharticum,Forbs,1
1719,Drought,E,3,Lolium_perenne,Grass,2
1720,Drought,E,3,Lotus_corniculatus,Legumes,4
1721,Drought,E,3,Medicago_lupulina,Legumes,2
1722,Drought,E,3,Pastinaca_sativa,Forbs,1
1723,Drought,E,3,Poa_trivialis,Grass,1
1724,Drought,E,3,Potentilla_reptans,Forbs,1
1725,Drought,E,3,Prunella_vulgaris,Forbs,1
1726,Drought,E,3,Rosa_canina,Forbs,2
1727,Drought,E,3,Rubus_idaus,Forbs,4
1728,Drought,E,3,Trifolium_pratense,Legumes,5
1729,Drought,E,3,Trifolium_repens,Legumes,1
1730,Drought,E,3,Trisetum_flavescens,Grass,1
1731,Drought,E,3,Veronica_chamaedrys,Forbs,1
1732,Drought,E,3,Vicia_sativa,Legumes,3
1733,Drought,E,4,Agrimonia_eupatoria,Forbs,2
1734,Drought,E,4,Agrostis_stolonifera,Grass,1
1735,Drought,E,4,Arrhenatherum_elatius,Grass,2
1736,Drought,E,4,Brachypodium_pinnatum,Grass,10
1737,Drought,E,4,Brachypodium_sylvaticum,Grass,30
1738,Drought,E,4,Bromus_commutatus,Grass,1
1739,Drought,E,4,Bromus_sterilis,Grass,3
1740,Drought,E,4,Carex_flacca,Grass,3
1741,Drought,E,4,Clinopodium_vulgare,Forbs,1
1742,Drought,E,4,Crataegus_monogyna,Woody,5
1743,Drought,E,4,Crepis_biennis,Forbs,1
1744,Drought,E,4,Crepis_capillaris,Forbs,1
1745,Drought,E,4,Dactylis_glomerata,Grass,1
1746,Drought,E,4,Festuca_rubra,Grass,2
1747,Drought,E,4,Galium_verum,Forbs,1
1748,Drought,E,4,Geranium_columbinum,Forbs,2
1749,Drought,E,4,Geranium_dissectum,Forbs,1
1750,Drought,E,4,Glechoma_hederacea,Forbs,2
1751,Drought,E,4,Holcus_lanatus,Grass,1
1752,Drought,E,4,Hypericum_perforatum,Forbs,3
1753,Drought,E,4,Lolium_perenne,Grass,5
1754,Drought,E,4,Lotus_corniculatus,Legumes,5
1755,Drought,E,4,Poa_trivialis,Grass,2
1756,Drought,E,4,Primula_veris,Forbs,2
1757,Drought,E,4,Rubus_fruticosus,Forbs,2
1758,Drought,E,4,Senecio_jacobaea,Forbs,1
1759,Drought,E,4,Taraxacum_sect_vulgaria,Forbs,1
1760,Drought,E,4,Tragopogon_pratensis,Forbs,1
1761,Drought,E,4,Trifolium_pratense,Legumes,2
1762,Drought,E,4,Trifolium_repens,Legumes,3
1763,Drought,E,4,Trisetum_flavescens,Grass,10
1764,Drought,E,4,Veronica_chamaedrys,Forbs,1
1765,Drought,E,4,Vicia_sativa,Legumes,1
1766,Drought,E,4,Viola_hirta,Forbs,1
1767,Drought,E,5,Agrimonia_eupatoria,Forbs,6
1768,Drought,E,5,Agrostis_stolonifera,Grass,2
1769,Drought,E,5,Arrhenatherum_elatius,Grass,3
1770,Drought,E,5,Brachypodium_pinnatum,Grass,30
1771,Drought,E,5,Brachypodium_sylvaticum,Grass,5
1772,Drought,E,5,Bromus_commutatus,Grass,2
1773,Drought,E,5,Bromus_sterilis,Grass,15
1774,Drought,E,5,Carex_flacca,Grass,2
1775,Drought,E,5,Clinopodium_vulgare,Forbs,6
1776,Drought,E,5,Crataegus_monogyna,Woody,6
1777,Drought,E,5,Crepis_biennis,Forbs,1
1778,Drought,E,5,Crepis_capillaris,Forbs,2
1779,Drought,E,5,Dactylis_glomerata,Grass,1
1780,Drought,E,5,Festuca_rubra,Grass,2
1781,Drought,E,5,Galium_verum,Forbs,1
1782,Drought,E,5,Geranium_columbinum,Forbs,1
1783,Drought,E,5,Geranium_dissectum,Forbs,1
1784,Drought,E,5,Holcus_lanatus,Grass,1
1785,Drought,E,5,Hypericum_perforatum,Forbs,2
1786,Drought,E,5,Lolium_perenne,Grass,4
1787,Drought,E,5,Lotus_corniculatus,Legumes,6
1788,Drought,E,5,Medicago_lupulina,Legumes,2
1789,Drought,E,5,Poa_trivialis,Grass,1
1790,Drought,E,5,Primula_veris,Forbs,2
1791,Drought,E,5,Rubus_fruticosus,Forbs,1
1792,Drought,E,5,Senecio_jacobaea,Forbs,2
1793,Drought,E,5,Taraxacum_sect_vulgaria,Forbs,1
1794,Drought,E,5,Tragopogon_pratensis,Forbs,2
1795,Drought,E,5,Trifolium_pratense,Legumes,3
1796,Drought,E,5,Trifolium_repens,Legumes,1
1797,Drought,E,5,Trisetum_flavescens,Grass,8
1798,Drought,E,5,Veronica_chamaedrys,Forbs,1
1799,Drought,E,5,Vicia_sativa,Legumes,2
1800,Drought,E,6,Agrimonia_eupatoria,Forbs,4
1801,Drought,E,6,Arrhenatherum_elatius,Grass,3
1802,Drought,E,6,Brachypodium_pinnatum,Grass,10
1803,Drought,E,6,Brachypodium_sylvaticum,Grass,25
1804,Drought,E,6,Bromus_commutatus,Grass,8
1805,Drought,E,6,Bromus_sterilis,Grass,3
1806,Drought,E,6,Carex_flacca,Grass,2
1807,Drought,E,6,Cerastium_fontanum,Forbs,1
1808,Drought,E,6,Clinopodium_vulgare,Forbs,1
1809,Drought,E,6,Crataegus_monogyna,Woody,2
1810,Drought,E,6,Crepis_biennis,Forbs,1
1811,Drought,E,6,Crepis_capillaris,Forbs,1
1812,Drought,E,6,Dactylis_glomerata,Grass,2
1813,Drought,E,6,Festuca_rubra,Grass,5
1814,Drought,E,6,Galium_verum,Forbs,2
1815,Drought,E,6,Geranium_dissectum,Forbs,1
1816,Drought,E,6,Glechoma_hederacea,Forbs,1
1817,Drought,E,6,Hypericum_hirsutum,Forbs,2
1818,Drought,E,6,Hypericum_perforatum,Forbs,1
1819,Drought,E,6,Linum_catharticum,Forbs,1
1820,Drought,E,6,Lolium_perenne,Grass,4
1821,Drought,E,6,Lotus_corniculatus,Legumes,12
1822,Drought,E,6,Medicago_lupulina,Legumes,10
1823,Drought,E,6,Odontites_vernus,Forbs,2
1824,Drought,E,6,Poa_trivialis,Grass,1
1825,Drought,E,6,Primula_veris,Forbs,6
1826,Drought,E,6,Rubus_fruticosus,Forbs,1
1827,Drought,E,6,Senecio_jacobaea,Forbs,3
1828,Drought,E,6,Tragopogon_pratensis,Forbs,1
1829,Drought,E,6,Trifolium_pratense,Legumes,10
1830,Drought,E,6,Trifolium_repens,Legumes,6
1831,Drought,E,6,Trisetum_flavescens,Grass,30
1832,Drought,E,6,Veronica_chamaedrys,Forbs,1
1833,Drought,E,7,Agrimonia_eupatoria,Forbs,4
1834,Drought,E,7,Arrhenatherum_elatius,Grass,4
1835,Drought,E,7,Brachypodium_pinnatum,Grass,3
1836,Drought,E,7,Brachypodium_sylvaticum,Grass,20
1837,Drought,E,7,Bromus_commutatus,Grass,2
1838,Drought,E,7,Bromus_sterilis,Grass,16
1839,Drought,E,7,Carex_flacca,Grass,1
1840,Drought,E,7,Cerastium_fontanum,Forbs,1
1841,Drought,E,7,Clinopodium_vulgare,Forbs,2
1842,Drought,E,7,Crataegus_monogyna,Woody,2
1843,Drought,E,7,Crepis_capillaris,Forbs,3
1844,Drought,E,7,Dactylis_glomerata,Grass,2
1845,Drought,E,7,Festuca_rubra,Grass,5
1846,Drought,E,7,Galium_verum,Forbs,1
1847,Drought,E,7,Geranium_dissectum,Forbs,1
1848,Drought,E,7,Glechoma_hederacea,Forbs,1
1849,Drought,E,7,Hypericum_hirsutum,Forbs,1
1850,Drought,E,7,Hypericum_perforatum,Forbs,1
1851,Drought,E,7,Linum_catharticum,Forbs,1
1852,Drought,E,7,Lolium_perenne,Grass,2
1853,Drought,E,7,Lotus_corniculatus,Legumes,4
1854,Drought,E,7,Medicago_lupulina,Legumes,1
1855,Drought,E,7,Odontites_verna,Forbs,1
1856,Drought,E,7,Primula_veris,Forbs,5
1857,Drought,E,7,Ranunculus_acris,Forbs,1
1858,Drought,E,7,Rubus_fruticosus,Forbs,2
1859,Drought,E,7,Taraxacum_sect._vulgaria,Forbs,1
1860,Drought,E,7,Tragopogon_pratensis,Forbs,1
1861,Drought,E,7,Trifolium_pratense,Legumes,8
1862,Drought,E,7,Trifolium_repens,Legumes,4
1863,Drought,E,7,Trisetum_flavescens,Grass,12
1864,Drought,E,7,Veronica_chamaedrys,Forbs,2
1865,Irrigated,A,1,Brachypodium_pinnatum,Grass,5
1866,Irrigated,A,1,Cerastium_fontanum,Forbs,4
1867,Irrigated,A,1,Clinopodium_vulgare,Forbs,2
1868,Irrigated,A,1,Crepis_capillaris,Forbs,0.1
1869,Irrigated,A,1,Dactylis_glomerata,Grass,4
1870,Irrigated,A,1,Geranium_dissectum,Forbs,13
1871,Irrigated,A,1,Holcus_lanatus,Grass,5
1872,Irrigated,A,1,Lotus_corniculatus,Legumes,40
1873,Irrigated,A,1,Medicago_lupulina,Legumes,8
1874,Irrigated,A,1,Pastinaca_sativa,Forbs,4
1875,Irrigated,A,1,Poa_trivialis,Grass,8
1876,Irrigated,A,1,Potentilla_reptans,Forbs,0.1
1877,Irrigated,A,1,Taraxacum_sect_vulgaria,Forbs,1
1878,Irrigated,A,1,Trifolium_pratense,Legumes,9
1879,Irrigated,A,1,Trifolium_repens,Legumes,2
1880,Irrigated,A,1,Trisetum_flavescens,Grass,4
1881,Irrigated,A,1,Veronica_chamaedrys,Forbs,7
1882,Irrigated,A,1,Vicia_sativa,Legumes,1
1883,Irrigated,A,2,Arrhenatherum_elatius,Grass,5
1884,Irrigated,A,2,Brachypodium_pinnatum,Grass,25
1885,Irrigated,A,2,Brachypodium_sylvaticum,Grass,5
1886,Irrigated,A,2,Clinopodium_vulgare,Forbs,3
1887,Irrigated,A,2,Crataegus_monogyna,Woody,2
1888,Irrigated,A,2,Dactylis_glomerata,Grass,2
1889,Irrigated,A,2,Festuca_rubra,Grass,5
1890,Irrigated,A,2,Geranium_dissectum,Forbs,3
1891,Irrigated,A,2,Glechoma_hederacea,Forbs,2
1892,Irrigated,A,2,Holcus_lanatus,Grass,5
1893,Irrigated,A,2,Linum_catharticum,Forbs,2
1894,Irrigated,A,2,Lolium_perenne,Grass,1
1895,Irrigated,A,2,Lotus_corniculatus,Legumes,20
1896,Irrigated,A,2,Medicago_lupulina,Legumes,1
1897,Irrigated,A,2,Odontites_vernus,Forbs,3
1898,Irrigated,A,2,Poa_trivialis,Grass,2
1899,Irrigated,A,2,Potentilla_reptans,Forbs,5
1900,Irrigated,A,2,Sanguisorba_minor,Forbs,3
1901,Irrigated,A,2,Taraxacum_sect_vulgaria,Forbs,3
1902,Irrigated,A,2,Trifolium_pratense,Legumes,15
1903,Irrigated,A,2,Trifolium_repens,Legumes,5
1904,Irrigated,A,2,Trisetum_flavescens,Grass,6
1905,Irrigated,A,3,Agrimonia_eupatoria,Forbs,1
1906,Irrigated,A,3,Arrhenatherum_elatius,Grass,30
1907,Irrigated,A,3,Brachypodium_sylvaticum,Grass,10
1908,Irrigated,A,3,Bromus_sterilis,Grass,1
1909,Irrigated,A,3,Cirsium_eriophorum,Forbs,1
1910,Irrigated,A,3,Crepis_capillaris,Forbs,2
1911,Irrigated,A,3,Dactylis_glomerata,Grass,1
1912,Irrigated,A,3,Festuca_rubra,Grass,2
1913,Irrigated,A,3,Geranium_dissectum,Forbs,1
1914,Irrigated,A,3,Holcus_lanatus,Grass,5
1915,Irrigated,A,3,Hypericum_perforatum,Forbs,1
1916,Irrigated,A,3,Lolium_perenne,Grass,1
1917,Irrigated,A,3,Lotus_corniculatus,Legumes,3
1918,Irrigated,A,3,Medicago_lupulina,Legumes,1
1919,Irrigated,A,3,Pastinaca_sativa,Forbs,1
1920,Irrigated,A,3,Poa_trivialis,Grass,1
1921,Irrigated,A,3,Potentilla_reptans,Forbs,1
1922,Irrigated,A,3,Ranunculus_repens,Forbs,1
1923,Irrigated,A,3,Trifolium_pratense,Legumes,4
1924,Irrigated,A,3,Trifolium_repens,Legumes,6
1925,Irrigated,A,3,Trisetum_flavescens,Grass,10
1926,Irrigated,A,3,Veronica_chamaedrys,Forbs,1
1927,Irrigated,A,3,Vicia_sativa,Legumes,1
1928,Irrigated,A,3,Viola_hirta,Forbs,1
1929,Irrigated,A,4,Arrhenatherum_elatius,Grass,1
1930,Irrigated,A,4,Brachypodium_pinnatum,Grass,70
1931,Irrigated,A,4,Bromus_commutatus,Grass,1
1932,Irrigated,A,4,Cirsium_eriophorum,Forbs,1
1933,Irrigated,A,4,Convolvulus_arvensis,Forbs,1
1934,Irrigated,A,4,Crataegus_monogyna,Woody,2
1935,Irrigated,A,4,Dactylis_glomerata,Grass,3
1936,Irrigated,A,4,Geranium_columbinum,Forbs,1
1937,Irrigated,A,4,Geranium_dissectum,Forbs,2
1938,Irrigated,A,4,Helictotrichon_pubescens,Grass,1
1939,Irrigated,A,4,Holcus_lanatus,Grass,1
1940,Irrigated,A,4,Lolium_perenne,Grass,4
1941,Irrigated,A,4,Lotus_corniculatus,Legumes,25
1942,Irrigated,A,4,Medicago_lupulina,Legumes,2
1943,Irrigated,A,4,Pastinaca_sativa,Forbs,1
1944,Irrigated,A,4,Potentilla_reptans,Forbs,4
1945,Irrigated,A,4,Tragopogon_pratensis,Forbs,1
1946,Irrigated,A,4,Trifolium_pratense,Legumes,3
1947,Irrigated,A,4,Trifolium_repens,Legumes,5
1948,Irrigated,A,4,Trisetum_flavescens,Grass,5
1949,Irrigated,A,4,Veronica_chamaedrys,Forbs,1
1950,Irrigated,A,4,Vicia_hirsuta,Legumes,1
1951,Irrigated,A,4,Vicia_sativa,Legumes,1
1952,Irrigated,A,4,Viola_hirta,Forbs,1
1953,Irrigated,A,5,Arrhenatherum_elatius,Grass,2
1954,Irrigated,A,5,Brachypodium_pinnatum,Grass,60
1955,Irrigated,A,5,Brachypodium_sylvaticum,Grass,1
1956,Irrigated,A,5,Cerastium_fontanum,Forbs,1
1957,Irrigated,A,5,Cirsium_eriophorum,Forbs,2
1958,Irrigated,A,5,Clinopodium_vulgare,Forbs,2
1959,Irrigated,A,5,Crataegus_monogyna,Woody,2
1960,Irrigated,A,5,Crepis_capillaris,Forbs,1
1961,Irrigated,A,5,Dactylis_glomerata,Grass,2
1962,Irrigated,A,5,Geranium_columbinum,Forbs,1
1963,Irrigated,A,5,Geranium_dissectum,Forbs,1
1964,Irrigated,A,5,Glechoma_hederacea,Forbs,1
1965,Irrigated,A,5,Linum_catharticum,Forbs,1
1966,Irrigated,A,5,Lolium_perenne,Grass,1
1967,Irrigated,A,5,Lotus_corniculatus,Legumes,20
1968,Irrigated,A,5,Medicago_lupulina,Legumes,2
1969,Irrigated,A,5,Pastinaca_sativa,Forbs,1
1970,Irrigated,A,5,Poa_trivialis,Grass,1
1971,Irrigated,A,5,Potentilla_reptans,Forbs,5
1972,Irrigated,A,5,Trifolium_pratense,Legumes,3
1973,Irrigated,A,5,Trifolium_repens,Legumes,1
1974,Irrigated,A,5,Trisetum_flavescens,Grass,5
1975,Irrigated,A,5,Veronica_chamaedrys,Forbs,1
1976,Irrigated,A,5,Vicia_sativa,Legumes,1
1977,Irrigated,A,5,Viola_hirta,Forbs,1
1978,Irrigated,A,6,Agrimonia_eupatoria,Forbs,1
1979,Irrigated,A,6,Arrhenatherum_elatius,Grass,2
1980,Irrigated,A,6,Brachypodium_pinnatum,Grass,55
1981,Irrigated,A,6,Brachypodium_sylvaticum,Grass,1
1982,Irrigated,A,6,Cerastium_fontanum,Forbs,1
1983,Irrigated,A,6,Cirsium_eriophorum,Forbs,2
1984,Irrigated,A,6,Clinopodium_vulgare,Forbs,1
1985,Irrigated,A,6,Crataegus_monogyna,Woody,2
1986,Irrigated,A,6,Crepis_capillaris,Forbs,1
1987,Irrigated,A,6,Dactylis_glomerata,Grass,1
1988,Irrigated,A,6,Geranium_columbinum,Forbs,1
1989,Irrigated,A,6,Geranium_dissectum,Forbs,2
1990,Irrigated,A,6,Glechoma_hederacea,Forbs,1
1991,Irrigated,A,6,Holcus_lanatus,Grass,1
1992,Irrigated,A,6,Linum_catharticum,Forbs,1
1993,Irrigated,A,6,Lotus_corniculatus,Legumes,14
1994,Irrigated,A,6,Medicago_lupulina,Legumes,3
1995,Irrigated,A,6,Orobanche_minor,Forbs,1
1996,Irrigated,A,6,Pastinaca_sativa,Forbs,3
1997,Irrigated,A,6,Poa_trivialis,Grass,1
1998,Irrigated,A,6,Potentilla_reptans,Forbs,5
1999,Irrigated,A,6,Trifolium_pratense,Legumes,20
2000,Irrigated,A,6,Trifolium_repens,Legumes,4
2001,Irrigated,A,6,Trisetum_flavescens,Grass,10
2002,Irrigated,A,6,Veronica_chamaedrys,Forbs,2
2003,Irrigated,A,6,Vicia_sativa,Legumes,1
2004,Irrigated,A,6,Viola_hirta,Forbs,1
2005,Irrigated,A,7,Agrimonia_eupatoria,Forbs,1
2006,Irrigated,A,7,Arrhenatherum_elatius,Grass,4
2007,Irrigated,A,7,Brachypodium_pinnatum,Grass,40
2008,Irrigated,A,7,Brachypodium_sylvaticum,Grass,5
2009,Irrigated,A,7,Bromus_commutatus,Grass,2
2010,Irrigated,A,7,Cerastium_fontanum,Forbs,1
2011,Irrigated,A,7,Cirsium_eriophorum,Forbs,1
2012,Irrigated,A,7,Crataegus_monogyna,Woody,1
2013,Irrigated,A,7,Crepis_capillaris,Forbs,2
2014,Irrigated,A,7,Dactylis_glomerata,Grass,2
2015,Irrigated,A,7,Fraxinus_excelsior,Woody,1
2016,Irrigated,A,7,Geranium_columbinum,Forbs,1
2017,Irrigated,A,7,Geranium_dissectum,Forbs,1
2018,Irrigated,A,7,Holcus_lanatus,Grass,6
2019,Irrigated,A,7,Linum_catharticum,Forbs,1
2020,Irrigated,A,7,Lolium_perenne,Grass,2
2021,Irrigated,A,7,Lotus_corniculatus,Legumes,25
2022,Irrigated,A,7,Medicago_lupulina,Legumes,18
2023,Irrigated,A,7,Orobanche_minor,Forbs,1
2024,Irrigated,A,7,Pastinaca_sativa,Forbs,2
2025,Irrigated,A,7,Poa_trivialis,Grass,1
2026,Irrigated,A,7,Potentilla_reptans,Forbs,2
2027,Irrigated,A,7,Primula_veris,Forbs,1
2028,Irrigated,A,7,Trifolium_pratense,Legumes,16
2029,Irrigated,A,7,Trifolium_repens,Legumes,8
2030,Irrigated,A,7,Trisetum_flavescens,Grass,18
2031,Irrigated,A,7,Veronica_chamaedrys,Forbs,1
2032,Irrigated,A,7,Vicia_sativa,Legumes,1
2033,Irrigated,A,7,Viola_hirta,Forbs,1
2034,Irrigated,B,1,Agrostis_capillaris,Grass,2
2035,Irrigated,B,1,Agrostis_stolonifera,Grass,3
2036,Irrigated,B,1,Arrhenatherum_elatius,Grass,5
2037,Irrigated,B,1,Brachypodium_pinnatum,Grass,6
2038,Irrigated,B,1,Brachypodium_sylvaticum,Grass,25
2039,Irrigated,B,1,Bromus_racemosus,Grass,2
2040,Irrigated,B,1,Clematis_vitalba,Woody,0.1
2041,Irrigated,B,1,Clinopodium_vulgare,Forbs,11
2042,Irrigated,B,1,Dactylis_glomerata,Grass,0.1
2043,Irrigated,B,1,Geranium_dissectum,Forbs,0.1
2044,Irrigated,B,1,Geranium_pusillum,Forbs,3
2045,Irrigated,B,1,Holcus_lanatus,Grass,2
2046,Irrigated,B,1,Hypericum_perforatum,Forbs,0.1
2047,Irrigated,B,1,Lolium_perenne,Grass,1
2048,Irrigated,B,1,Luzula_campestris,Forbs,1
2049,Irrigated,B,1,Medicago_lupulina,Legumes,4
2050,Irrigated,B,1,Pastinaca_sativa,Forbs,4
2051,Irrigated,B,1,Poa_trivialis,Grass,2
2052,Irrigated,B,1,Potentilla_reptans,Forbs,5
2053,Irrigated,B,1,Prunella_vulgaris,Forbs,2
2054,Irrigated,B,1,Scorzoneroides_autumnalis,Forbs,3
2055,Irrigated,B,1,Trifolium_pratense,Legumes,1
2056,Irrigated,B,1,Trifolium_repens,Legumes,4
2057,Irrigated,B,1,Trisetum_flavescens,Grass,1
2058,Irrigated,B,1,Veronica_chamaedrys,Forbs,1
2059,Irrigated,B,1,Vicia_sativa,Legumes,0.1
2060,Irrigated,B,2,Agrostis_capillaris,Grass,5
2061,Irrigated,B,2,Arrhenatherum_elatius,Grass,3
2062,Irrigated,B,2,Brachypodium_pinnatum,Grass,6
2063,Irrigated,B,2,Brachypodium_sylvaticum,Grass,15
2064,Irrigated,B,2,Bromus_hordaceus,Grass,8
2065,Irrigated,B,2,Crataegus_monogyna,Woody,10
2066,Irrigated,B,2,Dactylis_glomerata,Grass,1
2067,Irrigated,B,2,Geranium_dissectum,Forbs,2
2068,Irrigated,B,2,Holcus_lanatus,Grass,5
2069,Irrigated,B,2,Hypericum_perforatum,Forbs,1
2070,Irrigated,B,2,Jacobaea_vulgaris,Forbs,3
2071,Irrigated,B,2,Medicago_lupulina,Legumes,8
2072,Irrigated,B,2,Pastinaca_sativa,Forbs,4
2073,Irrigated,B,2,Potentilla_reptans,Forbs,2
2074,Irrigated,B,2,Prunella_vulgaris,Forbs,1
